name,time,value,timeout,delta_time
angle,1780511940079275283,0.002454828936606646,0,0.009999940171837807
angle,1780511940175954090,0.002446024212986231,0,0.009999788366258144
angle,1780511940275584291,0.002438875380903482,0,0.00999985821545124
angle,1780511940373249993,0.002432626206427813,0,0.009999859146773815
angle,1780511940453481530,0.00242650113068521,0,0.00999984610825777
angle,1780511940548933404,0.002419815864413977,0,0.010000006295740604
angle,1780511940647954390,0.002412060042843223,0,0.009999898262321949
angle,1780511940746605276,0.002402946120128036,0,0.009999856352806091
angle,1780511940782372800,0.002392419381067157,0,0.009999843314290047
angle,1780511940881290035,0.002380633261054754,0,0.00999991875141859
angle,1780511940980400619,0.002367900917306542,0,0.009999875910580158
angle,1780511941080013314,0.002354628406465054,0,0.009999862872064114
angle,1780511941176232737,0.002341244835406542,0,0.009999893605709076
angle,1780511941275553518,0.00232813972979784,0,0.009999892674386501
angle,1780511941376032402,0.002315611811354756,0,0.009999818168580532
angle,1780511941472205224,0.00230384012684226,0,0.009999873116612434
angle,1780511941553274585,0.002292874502018094,0,0.009999826550483704
angle,1780511941649242826,0.002282645320519805,0,0.009999880567193031
angle,1780511941747693411,0.002272990299388766,0,0.0099998963996768
angle,1780511941846492285,0.002263688249513507,0,0.009999886155128479
angle,1780511941944912244,0.002254499588161707,0,0.009999875910580158
angle,1780511942043543633,0.002245202194899321,0,0.009999814443290234
angle,1780511942082170532,0.002235619584098458,0,0.00999989453703165
angle,1780511942183459635,0.002225640462711453,0,0.00999987218528986
angle,1780511942286708629,0.002215225715190172,0,0.009999983943998814
angle,1780511942353130511,0.00220440374687314,0,0.009999852627515793
angle,1780511942379913982,0.002193257911130786,0,0.009999929927289486
angle,1780511942474878535,0.002181906485930085,0,0.009999960660934448
angle,1780511942576322376,0.002170483348891139,0,0.009999889880418777
angle,1780511942675770635,0.002159114228561521,0,0.009999851696193218
angle,1780511942776214383,0.002147902501747012,0,0.009999805130064487
angle,1780511942851965099,0.002136916154995561,0,0.009999943897128105
angle,1780511942948372246,0.002126183826476336,0,0.009999861009418964
angle,1780511943048506128,0.00211569550447166,0,0.009999938309192657
angle,1780511943147958132,0.002105409046635032,0,0.009999915026128292
angle,1780511943246493439,0.002095260890200734,0,0.009999985806643963
angle,1780511943344183649,0.00208517792634666,0,0.009999910369515419
angle,1780511943444262113,0.002075087977573276,0,0.009999768808484077
angle,1780511943484024815,0.002064931904897094,0,0.009999831207096577
angle,1780511943582117693,0.002054667798802257,0,0.009999883361160755
angle,1780511943677853337,0.002044276334345341,0,0.009999901987612247
angle,1780511943779847476,0.00203376030549407,0,0.009999903850257397
angle,1780511943877364616,0.002023139968514442,0,0.00999985821545124
angle,1780511943976143793,0.002012449316680431,0,0.009999837726354599
angle,1780511944076389375,0.002001729095354676,0,0.009999887086451054
angle,1780511944173331197,0.001991019584238529,0,0.009999934583902359
angle,1780511944248987636,0.001980355242267251,0,0.009999829344451427
angle,1780511944346912178,0.001969761447981,0,0.009999820962548256
angle,1780511944387664323,0.00195925054140389,0,0.009999847039580345
angle,1780511944508020252,0.001948823570273817,1,0.00999993272125721
angle,1780511944544399047,0.001938450383022428,0,0.1303553283214569
angle,1780511944583214002,0.001928096637129784,0,0.009999901056289673
angle,1780511944684406937,0.001918323105201125,0,0.009999862872064114
angle,1780511944782489327,0.001909569371491671,0,0.009999913163483143
angle,1780511944880329684,0.001901525072753429,0,0.009999873116612434
angle,1780511944979574804,0.001893809181638062,0,0.009999898262321949
angle,1780511945075868534,0.001886036363430321,0,0.009999861009418964
angle,1780511945174117086,0.001877873903140426,0,0.009999885223805904
angle,1780511945275136188,0.001869084080681205,0,0.009999861940741539
angle,1780511945373945232,0.00185954594053328,0,0.009999899193644524
angle,1780511945476949429,0.001849257852882147,0,0.009999825619161129
angle,1780511945575165477,0.001838322612456977,0,0.0099998963996768
angle,1780511945674156216,0.001826919615268707,0,0.009999886155128479
angle,1780511945775041800,0.001815270050428808,0,0.009999936446547508
angle,1780511945873006705,0.001803599996492267,0,0.009999927133321762
angle,1780511945953769992,0.001792108756490052,0,0.009999812580645084
angle,1780511946054011991,0.00178094394505024,0,0.009999844245612621
angle,1780511946154156397,0.001770188449881971,0,0.009999828413128853
angle,1780511946248138775,0.001759857055731118,0,0.009999842382967472
angle,1780511946346614102,0.001749903778545558,0,0.009999902918934822
angle,1780511946447663775,0.001740236766636372,0,0.00999995693564415
angle,1780511946545451749,0.001730736927129328,0,0.009999834932386875
angle,1780511946644630184,0.001721278997138143,0,0.009999929927289486
angle,1780511946677566678,0.001711749588139355,0,0.00999988429248333
angle,1780511946777104525,0.001702061854302883,0,0.009999861940741539
angle,1780511946874379085,0.001692164340056479,0,0.009999825619161129
angle,1780511946975839379,0.001682043191976845,0,0.009999856352806091
angle,1780511947076099256,0.001671719248406589,0,0.00999992061406374
angle,1780511947154920956,0.001661240472458303,0,0.009999824687838554
angle,1780511947253942400,0.001650671707466245,0,0.009999812580645084
angle,1780511947352315994,0.001640082686208189,0,0.009999852627515793
angle,1780511947381786469,0.001629538601264358,0,0.009999859146773815
angle,1780511947454774178,0.001619090442545712,0,0.009999820031225681
angle,1780511947551500061,0.00160877057351172,0,0.009999852627515793
angle,1780511947649330437,0.001598589937202632,0,0.009999826550483704
angle,1780511947748550380,0.001588540035299957,0,0.009999831207096577
angle,1780511947846799224,0.001578596304170787,0,0.009999927133321762
angle,1780511947946266367,0.001568723935633898,0,0.009999901056289673
angle,1780511947982103229,0.001558884279802442,0,0.00999984610825777
angle,1780511948080031339,0.001549040200188756,0,0.009999913163483143
angle,1780511948180179606,0.001539162010885775,0,0.009999842382967472
angle,1780511948281999132,0.001529229921288788,0,0.009999970905482769
angle,1780511948379708029,0.001519236015155911,0,0.009999864734709263
angle,1780511948475395778,0.00150918320287019,0,0.009999904781579971
angle,1780511948577010644,0.001499084173701704,0,0.009999966248869896
angle,1780511948673487253,0.001488957554101944,0,0.009999877773225307
angle,1780511948755041458,0.001478824764490128,0,0.009999926201999187
angle,1780511948854725221,0.001468706759624183,0,0.009999782778322697
angle,1780511948949918949,0.001458621001802385,0,0.009999999776482582
angle,1780511949055156429,0.001448579598218203,0,0.00999962817877531
angle,1780511949149228412,0.001432694145478308,0,0.01591327227652073
angle,1780511949248278905,0.001422755303792655,0,0.009999587200582027
angle,1780511949346361232,0.001412856159731746,0,0.009999465197324753
angle,1780511949384594703,0.001402988098561764,0,0.009999869391322136
angle,1780511949486935818,0.001393140875734389,0,0.009999358095228672
angle,1780511949583959878,0.001383304013870656,0,0.009999442845582962
angle,1780511949679202872,0.001373468665406108,0,0.00999936368316412
angle,1780511949778393504,0.001363627961836755,0,0.009999572299420834
angle,1780511949877495360,0.001353121595457196,0,0.010665261186659336
angle,1780511949974768129,0.001343260402791202,0,0.009998832829296589
angle,1780511950059331270,0.001333393040113151,0,0.009998999536037445
angle,1780511950156022834,0.001323524280451238,0,0.009999101981520653
angle,1780511950255259796,0.00131366029381752,0,0.009999211877584457
angle,1780511950349976998,0.001303806900978088,0,0.009999233298003674
angle,1780511950448525316,0.001293969224207103,0,0.00999985821545124
angle,1780511950547401559,0.001284150872379541,0,0.009999644011259079
angle,1780511950645960699,0.001274354290217161,0,0.009999413974583149
angle,1780511950684982854,0.001264579012058675,0,0.009999589063227177
angle,1780511950786245672,0.001254823990166187,0,0.009999873116612434
angle,1780511950883734207,0.001245086663402617,0,0.009999495930969715
angle,1780511950978580426,0.001235364004969597,0,0.009999008849263191
angle,1780511951077973902,0.001225652289576828,0,0.009998231194913387
angle,1780511951177010904,0.001215948956087232,0,0.009999066591262817
